9694;VAPORUB;;171;Pote X 50 g;1;2010-08-19;E17575;355
9695;VIAGRA;50mg;152;Caja Tab.;2;2015-03-21;E12738;331
9696;ACIDO FOLICO;0.5mg;152;Caja Tab.;30;2013-07-17;NG826;210
9697;LIDOCAINA;0.02;128;Caja Vial X 20 mL;1;2012-06-04;EG3653;420
9698;DIAZEPAM;10mg;152;Caja Tab.;1000;2014-11-14;NG1120;421
9699;NORFLOXACINO;400mg;152;Caja Tab.;100;2010-07-27;NG1069;421
9700;INTIBROXOL;30mg;152;Caja Tab.;20;2011-02-08;E18136;224
9701;REUMAFROST;;107;Pote X 30 g;1;2010-12-07;N22179;351
9702;PIROXICAM;20mg;152;Caja Tab.;100;2014-02-25;NG1927;216
9703;REUMAFROST;;107;Pote X 60 g;1;2010-12-07;N22179;351
9704;QUITOSO PLUS;0.01;24;Fco. X 60 mL;1;2012-02-13;N20117;282
9705;HUMULIN R;100UI/mL;128;Caja Cart. X 3mL;2;2015-05-06;BE00270;128
9706;IMODIUM;2mg;28;Caja Comp.;10;2011-07-05;E18551;235
9707;STUGERON FORTE;75mg;28;Caja Comp.;60;2011-05-10;E18380;235
9708;DACOGEN;50mg;92;Caja Vial;1;2013-09-11;E21021;235
9709;DUROGESIC D TRANS;75mcg;84;Caja Parche;5;2012-05-03;E19355;235
9710;DUROGESIC D TRANS;100mcg;84;Caja Parche;5;2012-05-03;E19353;235
9711;INTELENCE;100mg;28;Caja Comp.;120;2014-02-26;E21575;235
9712;PREZISTA;300mg;28;Caja Comp.;120;2012-11-12;E19966;235
9713;RISPERDAL;4mg;37;Caja Comp.;20;2011-10-06;E18840;235
9714;RISPERDAL CONSTA;50mg;99;Caja Vial + Jer.;1;2010-09-30;E17648;235
9715;SPORANOX;10mg;111;Fco. X 150 mL + Vaso Dosif.;1;2012-04-13;E19316;235
9716;VELCADE;1mg;99;Caja Vial;1;2014-02-26;E21573;235
9717;VELCADE;3.5mg;99;Caja Vial;1;2010-05-17;E17330;235
9718;YONDELIS;1mg;99;Caja Vial;1;2015-06-25;E22293;235
9719;ACETAZOLAMIDA;250mg;152;Caja Tab.;2;2013-03-24;NG5526;289
9720;FLUMIVIT JUNIOR;100mg;67;Caja Sob. X 3 g;5;2013-05-28;N24660;289
9721;ACIDO ACETIL SALICILICO;100mg;152;Caja Tab.;10;2014-11-04;NG2161;421
9722;ACICLOVIR;250mg;99;Caja Vial;1;2011-02-28;NG4862;6
9723;ACICLOVIR;200mg;152;Fco. Tab.;10;2012-02-21;NG3216;300
9724;ALBENDAZOL;200mg;152;Caja Tab.;10;2012-09-24;NG3459;282
9725;ALOPURINOL;100mg;152;Caja Tab.;5;2012-11-19;NG5435;289
9726;HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO;400mg+400mg/5mL;141;Caja Fco. X 60 mL;1;2011-05-04;NG2771;282
9727;AMINOSTERIL N-HEPA;0.08;128;Caja Fco. X 100 mL;10;2013-08-27;E15806;395
9728;AMINOVEN INFANT;0.1;128;Caja Fco. X 250 mL;10;2015-06-03;E17393;395
9729;AMLODIPINO;5mg;152;Caja Tab.;1;2013-03-26;NG5528;289
9730;FLEMING;250mg+62.5mg/5mL;104;Caja Fco. X 60 mL + Copa Dosificadora;1;2010-12-20;E17957;133
9731;AMOXICILINA + ACIDO CLAVULANICO;500mg+125mg;162;Caja Tab.;10;2011-08-14;NG5043;300
9732;AMOXICILINA + ACIDO CLAVULANICO;500mg+125mg;162;Fco. Tab.;10;2011-08-14;NG5043;300
9733;AMOXICILINA;250mg;8;Caja Cap.;1;2013-01-15;EG5657;251
9734;ATORVASTATINA;20mg;152;Caja Tab.;7;2014-03-15;NG4265;6
9735;ATROPINA SULFATO;0.5mg/mL;128;Caja Amp. X 1 mL;5;2012-12-30;EG3794;400
9736;ATROPINA SULFATO;1mg/1mL;128;Caja Amp. X 1 mL;1;2013-10-23;EG5936;251
9737;BENCILPENICILINA BENZATINICA;2400000UNIDADES;103;Caja Vial;1;2013-02-18;EG5707;251
9738;BESILATO DE ATRACURIO;10mg/mL;128;Caja Amp.;1;2011-09-26;EG5133;138
9739;BETAMETASONA;0.0005;42;Caja Tbo. X 15 g;1;2013-03-02;NG1645;6
9740;BIPERIDENO;5mg/mL;128;Caja Amp. X 1 mL;1;2013-07-03;NG5755;282
9741;BIPERIDENO;2mg;152;Caja Tab.;10;2014-01-20;NG6010;289
9742;CODEINA/FENILTOLOXAMINA;30mg/10mg;8;Caja Cap.;10;2013-03-13;NG5521;381
9743;CLARITROMICINA;500mg;162;Caja Tab.;10;2013-02-14;NG5491;289
9744;COBALMIN;150mg;92;Caja Vial;1;2012-07-04;N23608;6
9745;NASTIZOL;1mg+30mg/mL;111;Caja Fco. Got. X 20 mL;1;2010-03-20;E12728;34
9746;CEFOTAXIMA;500mg;99;Caja Vial;1;2013-12-10;EG5994;251
9747;CEFUROXIMA;500mg;152;Caja Tab.;1;2014-01-12;EG6039;344
9748;NEOPHOS-200;200mg;99;Caja Vial;1;2013-05-21;E15539;133
9749;CIPROMED;200mg/100mL;128;Caja Bolsa X 100 mL;1;2012-11-26;N24077;282
9750;CIPROMED;200mg/100mL;128;Caja Fco. X 100 mL;1;2012-11-26;N24077;282
9751;CIPROFLOXACINO;0.003;123;Caja Fco. Got. X 5 mL;1;2014-02-12;EG6119;294
9752;CIPROFLOXACINO;500mg;162;Caja Tab.;1;2013-11-12;EG5961;251
9753;CISPLATINO;10mg;99;Caja Fco Amp. X 10 mL;1;2013-01-31;NG5477;282
9754;CYTOPLATIN-50 AQUEOUS;50mg/5mL;128;Caja Vial X 50 mL;1;2013-10-14;E15916;133
9755;CLINDAMICINA;300mg;8;Caja Cap.;10;2013-06-12;NG1718;6
9756;ZIMAQUIN;50mg;28;Caja Comp.;10;2011-08-08;E9705;167
9757;CLORANFENICOL;1g;99;Caja Vial;1;2013-12-23;EG6019;344
9758;CLORANFENICOL;500mg;8;Caja Cap.;10;2011-01-17;NG2603;289
9759;CLORFENAMINA;4mg;152;Caja Tab.;1;2013-11-04;EG5946;251
9760;CLORFENAMINA;4mg;152;Caja X 1 Sob. X 1 blister;1;2013-11-04;EG5946;251
9761;CLORPROMAZINA;100mg;152;Caja Tab.;10;2012-05-02;NG5312;289
9762;CLOTRIMAZOL;0.01;111;Fco. Got. X 10 mL;1;2014-02-05;NG1911;228
9763;CLOTRIMAZOL;0.01;42;Caja Tbo. X 20 g;1;2013-06-03;NG1714;6
9764;CLOTRIMAZOL;500mg;167;Fco. Tab.;1;2012-07-08;NG3394;300
9765;CLOTRIMAZOL;500mg;167;Caja Tab.;1;2012-07-08;NG3394;300
9766;CLOZAPINA;100mg;152;Caja Tab.;10;2012-04-10;NG5282;289
9767;FRUTTIFLEX 50 SABOR A FRESA;;111;Fco. X 250 mL;1;2013-03-25;N14927;33
9768;DECARB 200;200mg;92;Caja Vial;1;2012-08-22;E19696;133
9769;DEXAMETASONA;4mg;152;Caja Tab.;2;2012-11-08;NG3499;167
9770;DICLOXACILINA;250mg/5mL;104;Fco. X 30 mL + Cucharita Dosificadora;1;2011-03-10;NG4874;300
9771;GRAVAMIN;50mg/5mL;128;Caja Amp X 5 mL;1;2014-08-18;N26025;282
9772;ISOBID 0.1%;1mg/mL;128;Fco. Vial x 50 mL;1;2012-07-10;E19546;209
9773;LANSOPRAZOL;30mg;15;Caja Cap.;5;2013-07-10;NG3827;6
9774;DINITRATO DE ISOSORBIDA;5mg;166;Caja Tab.;20;2013-08-22;NG3898;210
9775;EMODOPAN;200mg/5mL;128;Caja Vial X 5 mL;1;2012-09-14;N23846;150
9776;DOXICICLINA HICLATO;100mg;8;Caja Cap.;10;2011-01-23;NG2606;289
9777;CLOBATE;50mg;92;Caja Vial + Amp. X 25 mL;1;2013-04-25;N24567;6
9778;ENALAPRIL;10mg;152;Caja Fco.;10;2012-04-30;NG3324;300
9779;ENALAPRIL;20mg;152;Caja Tab.;10;2013-10-07;NG4014;289
9780;ERGOMETRINA;0.2mg/mL;128;Caja Amp. X 1 mL;1;2013-06-27;NG5716;282
9781;ERITROMICINA;500mg;28;Caja Comp.;10;2013-12-10;EG5997;252
9782;N-BUTILBROMURO DE HIOSCINA;10mg;152;Caja Tab.;10;2014-12-10;NG2219;421
9783;ZECAR 30;30mg;8;Caja Cap.;10;2011-01-17;N19857;136
9784;DYSPORT;500U;103;Caja Vial;1;2013-08-18;BE00522;43
9785;ESTRIOL;0.001;42;Caja Tbo. X 15 g + Aplic.;1;2013-02-18;NG1640;6
9786;VASOPRESS;10mg/mL;128;Caja Amp. X 1 mL;1;2010-12-22;N22203;150
9787;FENITIN;100mg/2mL;128;Caja Amp. X 2 mL;1;2013-04-02;N24500;150
9788;FENTANYL CITRATO;0.05mg/mL;128;Caja Amp. X 10 mL;5;2012-03-31;EG552;213
9789;FERRONEMIA FOLIC FUERTE;;37;Caja Comp.;10;2012-02-12;N20115;421
9790;SULFATO FERROSO;300mg;152;Caja Tab.;10;2013-11-06;NG5931;300
9791;SULFATO FERROSO;300mg;152;Caja Fco.;10;2013-11-06;NG5931;300
9792;FITOMENADIONA;10mg/mL;128;Caja Amp. X 1 mL;1;2012-02-21;NG3215;282
9793;FLUKONOR;200mg/mL;128;Caja Vial X 50 mL;1;2014-06-23;E21778;306
9794;FLUCONAZOL;150mg;8;Caja Cap.;2;2011-06-05;NG2842;289
9795;FLUOXETINA;20mg;152;Caja Tab.;2;2013-03-10;NG5517;289
9796;ETAMOLIN;15mg;152;Caja Tab.;1;2011-03-03;N22342;6
9797;FURAZOLIDONA;50mg/5mL;141;Caja Fco. X 60 mL;1;2014-02-16;NG4238;282
9798;FUROSEMIDA;10mg/mL;111;Caja Fco. X 15 mL + Gotero;1;2016-03-27;NG2672;12
9799;GENTAMICINA;80mg/2mL;128;Caja Amp. X 2 mL;1;2011-12-06;EG5209;196
9800;GLITAN-5;5mg;152;Caja Tab.;1;2014-01-14;E21437;204
9801;HEMOVASS;25000U/5mL;128;Caja Vial X 5 mL;1;2011-01-20;N22282;150
9802;HEMONOR;5000U.I./5mL;128;Caja Vial X 5 mL;1;2014-12-17;BE00671;306
9803;HIDROCORTISONA;100mg;99;Caja Amp.;1;2012-03-29;EG5318;344
9804;HIDROCORTISONA;250mg;99;Caja Vial + Amp.;1;2011-03-09;NG4872;421
9805;HIDROXOCOBALAMINA;1mg/mL;128;Caja Amp. X 1 mL;1;2012-11-20;NG3513;282
9806;IFOS;1g;103;Caja Vial;1;2013-03-26;E20513;133
9807;TIMOGLOBULINA;5mg/mL;92;Caja Fco. X 25 g + Fco. x 5 mL;1;2011-07-11;BE00351;369
9808;ISOFLURANO;100mL;111;Caja Fco. X 100 mL;1;2011-08-24;EG3480;133
9809;ISODILAN;10mg/2mL;128;Caja Amp. X 2 mL;1;2011-08-16;E14091;11
9810;ISODILAN;10mg;28;Caja Comp.;100;2012-04-26;E19344;11
9811;KETAMINA;500mg/10mL;128;Caja Amp. X 10 mL;1;2013-07-08;NG5772;282
9812;KETOCONAZOL;200mg;152;Caja Tab.;10;2011-03-28;NG2675;289
9813;KETOROLACO TROMETAMINA;30mg/1mL;128;Caja Amp. X 1 mL;1;2012-07-25;NG5377;150
9814;KETOROLACO TROMETAMINA;60mg/2mL;128;Caja Amp. X 2 mL;1;2012-05-14;NG5329;150
9815;KETOROLACO;10mg;152;Caja Tab.;10;2011-01-23;NG2605;289
9816;LACTULOSA;3.3g/5mL;124;Caja Fco. X 60 mL + Cucharita Dosificadora;1;2013-10-16;NG4033;6
9817;LAMIVUDINA;50mg/5mL;124;Caja Fco. X 50 mL + Cucharita Dosificadora;1;2013-06-20;NG3795;6
9818;LIDOCAINA SIN PRESERVANTES;0.02;128;Caja Amp. X 20 mL;1;2013-10-15;EG5927;251
9819;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;128;Caja Carpula X 1.8 mL;1;2014-02-27;NG6065;282
9820;CIROCAINA;0.02;76;Caja Tbo. X 10 g;1;2013-11-11;E21224;236
9821;LITRECAN 600;600mg/300mL;128;Caja Vial X 300 mL;1;2014-03-31;E21643;16
9822;LITRECAN 600;600mg/300mL;128;Caja Bolsa X 300 mL;1;2014-03-31;E21643;16
9823;LORATADINA;5mg/5mL;77;Caja Fco. X 30 mL;1;2011-04-20;NG4921;289
9824;LORATADINA;10mg;152;Caja Tab.;10;2011-06-05;NG2841;289
9825;LORAZEPAM;2mg;152;Caja Tab.;10;2012-01-11;NG5193;289
9826;SULFAGNESIUM;0.2;128;Caja Amp. X 5 mL;1;2016-05-08;N22521;282
9827;MANITOL;0.2;128;Fco. X 100 mL;1;2013-02-06;EG5686;306
9828;METFORMINA;850mg;162;Caja Tab.;10;2013-09-02;NG3923;282
9829;MEDOP-250;250mg;162;Caja Tab.;1;2013-12-03;E21296;204
9830;METILPREDNISOLONA;500mg;92;Caja Vial + Solvente X 10 mL;1;2011-03-31;NG4906;6
9831;METOCLOPRAMIDA;10mg/2mL;128;Caja Amp. X 2 mL;1;2013-01-05;NG737;421
9832;METRONIDAZOL;500mg;128;Caja Fco. Vial X 100 mL;1;2011-01-10;NG4825;282
9833;METRONIDAZOL;500mg;82;Caja Ov.;1;2014-08-24;NG4443;282
9834;NAPROXENO;550mg;162;Fco. Tab.;10;2012-03-20;NG3274;300
9835;DEXAMETASONA;250mg;152;Caja Tab.;5;2012-12-30;NG3594;167
9836;NEOSTIGTEN;0.5mg/mL;128;Caja Amp. X 1 mL;5;2013-10-28;N25154;150
9837;NEVIVIR;200mg;152;Caja Tab.;5;2012-09-26;E19813;306
9838;TROFURAN;0.002;107;Caja Tbo. X 25 g;1;2014-04-29;N25704;383
9839;NITROFURANTOINA;25mg/5mL;141;Fco. X 30 mL;1;2011-05-04;NG4929;282
9840;NITROSOL;25mg/5mL;128;Caja Amp X 5 mL;1;2014-04-13;E21653;111
9841;NOREPINEFRINA;4mg/4mL;128;Caja Amp X 4 mL;1;2011-01-10;EG4886;207
9842;SANDOSTATIN;1mg/5mL;99;Caja Vial X 5 mL;1;2012-04-25;E5943;307
9843;OMEPRAXINA;20mg;8;Caja Cap.;10;2012-05-24;N23523;431
9844;ONDANSETRON;8mg;162;Caja Tab.;10;2014-06-15;NG6133;289
9845;ORFENADRINA CITRATO;60mg/2mL;128;Caja Amp. X 2 mL;1;2014-01-13;NG4194;150
9846;SALBUTAMOL;4mg;152;Caja Tab.;2;2011-12-06;EG5212;58
9847;OXITOCINA;10UI/mL;128;Caja Amp. X 1 mL;1;2013-11-10;EG5957;251
9848;ZINPIOX� PLUS;0.05;42;Caja Tbo. X 15 g;1;2013-03-07;N24445;282
9849;PETIDINA CLORHIDRATO;100mg/2mL;128;Caja Amp. X 2 mL;1;2013-05-06;NG1698;91
9850;PIRIDOXINA CLORHIDRATO;300mg/3mL;128;Caja Amp. X 3 mL;1;2011-01-09;NG2598;150
9851;POTASIO CLORURO;0.2;128;Caja Amp. X 10 mL;1;2015-02-10;NG2305;421
9852;PREDNISONA;5mg/5mL;77;Fco. X 30 mL;1;2013-02-12;NG5485;351
9853;PREDNISONA;20mg;152;Caja Tab.;10;2012-02-18;NG3192;6
9854;SALES PARA REHIDRATACION ORAL;;101;Caja Sob. X 27.9 g;6;2011-07-05;NG258;421
9855;GOBBIFOL;200mg/20mL;50;Caja Amp. X 20 mL;1;2011-08-29;E18712;294
9856;PROPRANOLOL;40mg;152;Caja Tab.;2;2013-03-31;NG5536;289
9857;RETINOL;50000UI;152;Caja Tab.;10;2013-02-18;NG3660;210
9858;GENTAMICINA;160mg/2mL;128;Caja Amp. X 2 mL;1;2012-02-12;NG3170;150
9859;SALBUTAMOL;4mg;152;Caja Tab.;10;2011-06-06;NG2844;289
9860;SILVADINA;0.01;42;Caja Tbo. X 10 g;1;2014-04-18;N25687;383
9861;SULFAMETOXAZOL + TRIMETOPRIMA;400mg+80mg/5mL;128;Caja Amp X 5 mL;1;2012-03-15;NG3265;282
9862;BOTOX;100U;99;Caja Vial;1;2015-10-06;BE00301;369
9863;TRAMADOL CLORHIDRATO;100mg/2mL;128;Caja Amp. X 2 mL;1;2012-12-28;EG5643;236
9864;TRAMEDIF;50mg;8;Caja Cap.;10;2012-10-10;N23909;282
9865;VALPRAX;300mg;162;Caja Tab.;10;2012-02-19;N20129;6
9866;IDO SAFE;0.1;111;Galonera X 3.785 L;1;2012-09-25;N20328;383
9867;IDO SAFE ESPUMA MICROBICIDA;0.085;111;Galonera X 3.785 L;1;2012-12-03;N24098;383
9868;ZIDOSTAT;50mg/5mL;111;Caja Fco. X 50 mL;1;2013-09-15;N20832;6
9869;RETROCAR;300mg;152;Caja Tab.;10;2014-03-04;N21094;136
9870;LIPOFUNDIN MCT/LCT;0.2;50;Caja Fco. X 100 mL;10;2013-12-02;E21284;33
9871;SUERO ANTIBOTROPICO POLIVALENTE;;128;Caja Fco. Amp. X 10 mL;1;2015-03-15;BN00015;221
9872;GELOFUSINE�;;128;Caja Fco. X 250 mL;10;2012-10-16;E10456;33
9873;VASOPRESINA;20unidades/mL;128;Caja Vial X 1 mL;1;2013-08-28;EG5895;272
9874;VINCRISTINA;1mg/mL;128;Caja Amp. X 1 mL;1;2014-01-16;NG5997;282
9875;T - INMUN;1mg;8;Caja Cap.;100;2013-02-28;E20409;167
9876;CELZAR 1000;1g;92;Caja Vial;1;2014-12-10;E22112;401
9877;IDO SAFE ESPUMA MICROBICIDA;0.085;111;Fco. X 250 mL;1;2012-12-03;N24098;383
9878;IDO SAFE ESPUMA MICROBICIDA;0.085;111;Fco. X 20 mL con valvula dosificadora;1;2012-12-03;N24098;383
9879;CLOBATE;10mg;92;Caja Vial + Amp. Solv. X 5 mL;1;2013-04-23;N24556;6
9880;ERGOTAMINA + CAFEINA;1mg+100mg;152;Caja Tab.;10;2013-06-11;NG1717;6
9881;MIDAZOLAM;50mg/10mL;128;Caja Amp.;1;2014-12-21;EG4494;232
9882;LOPIMUNE;200mg/50mg;152;Fco. Tab.;10;2012-12-28;E20124;133
9883;BUPIVACAINA 0.5% HIPERBARICA;0.005;128;Caja Amp X 4 mL;1;2013-08-21;EG5893;11
9884;COLISTINA;100mg/2mL;99;Caja Blist. Vial + Amp. X 2 mL;1;2013-12-15;EG6010;364
9885;NEPHROSTERIL;;128;Caja Fco. X 250 mL;1;2013-08-22;E15796;395
9886;PROSTOKOS;25mcg;28;Caja Comp.;50;2013-01-02;E20127;208
9887;ACICLOVIR;200mg;152;Caja Tab.;10;2016-03-19;NG2663;289
9888;ACIDO FOLICO;0.5mg;152;Caja Tab.;5;2013-06-19;NG5652;282
9889;ADENOCIL;6mg/2mL;128;Caja Amp X 2 mL;5;2013-10-17;N25128;150
9890;ALBENDAZOL;200mg;152;Caja Tab.;10;2010-03-28;EG2993;133
9891;ENHANCIN;500mg+125mg;152;Caja Tab.;10;2010-10-03;E17650;370
9892;AMPICILINA;1g;99;Vial;1;2014-04-20;EG6160;294
9893;REYATAZ;300mg;152;Caja Tab.;30;2012-12-17;E20085;51
9894;BENZOATO DE BENCILO;0.0025;79;Caja Fco. X 60 mL;1;2009-10-11;NG4494;282
9895;CEFTAZIDIMA;1g;128;Vial;1;2010-11-18;EG4833;251
9896;CEFTRIAXONA;1g;99;Vial;1;2009-09-14;NG2115;421
9897;CLONAZEPAM;2mg;152;Caja Tab.;2;2013-03-12;NG5520;289
9898;CLORANFENICOL;1g;99;Vial;1;2011-11-09;NG3004;421
9899;CODISTAT;60mg/2mL;128;Caja Amp.;1;2010-11-10;N22102;6
9900;DEXAMETASONA SODIO FOSFATO;4mg/2mL;128;Caja Amp. X 2 mL;1;2012-03-07;EG5296;344
9901;PRECEDEX;100mcg/mL;128;Caja Vial X 2 mL;5;2010-02-16;E12637;369
9902;DIAZEPAM;10mg/2mL;128;Amp. X 2 mL;1;2010-02-17;EG4540;232
9903;DINEX EC 400;400mg;8;Fco. Cap.;30;2016-01-19;E18067;133
9904;DOBUTAMINA;250mg;128;Vial;1;2010-11-10;EG4825;11
9905;DOPAMINA;200mg/5mL;128;Caja Amp.;1;2010-04-18;NG4625;282
9906;EFAVIR - 600MG;600mg;162;Fco. Tab.;30;2010-02-18;E17124;133
9907;ENALAPRIL;10mg;152;Caja Tab.;10;2013-10-07;NG1798;6
9908;ORALCONEX-F;0.15mg+0.03mg;152;Caja Tab.;1;2012-06-14;E19486;133
9909;FENOBARBITAL SODICO;200mg/2mL;128;Amp. X 2 mL;1;2011-08-18;NG0183;12
9910;FENTANILO;0.5mg/10mL;128;Caja. Amp.;1;2012-02-27;NG5241;6
9911;FLUMAZIL;0.5mg/5mL;128;Caja Amp. X 5 mL;1;2009-08-26;E16699;12
9912;FUROSEMIDA;20mg/2mL;128;Caja Amp. X 2 mL;1;2010-09-15;NG4746;282
9913;HEPASOLV-5000;500UI/mL;128;Caja Vial X 5 mL;1;2012-02-01;BE00394;133
9914;HIDROCORTISONA;250mg;99;Caja Fco. Amp.;1;2012-03-23;EG5309;344
9915;ESCOPOLAMINA BUTILBROMURO;20mg/mL;128;Caja Amp. X 1 mL;1;2012-12-09;NG3547;282
9916;BIASCOR;21mg/4mL;128;Caja Vial X 20 mL;100;2011-05-11;E18390;202
9917;GLIBENCAR;150mg;152;Caja Tab.;30;2010-06-08;N19674;136
9918;LAMIVUDINA + ZIDOVUDINA;150mg+300mg;152;Caja Tab.;10;2013-07-23;NG3845;6
9919;ZIDOLAM N;150mg+300mg+200mg;152;Caja Tab.;5;2013-01-09;E20149;306
9920;ESTAVUDINA + LAMIVUDINA + NEVIRAPINA;30mg+150mg+200mg;152;Caja Tab.;10;2013-05-21;NG5590;6
9921;METRONIDAZOL;500mg;152;Caja Tab.;10;2011-03-12;NG2651;289
9922;MIDAZOLAM;5mg/5mL;128;Fco. Amp. X 5 mL;1;2010-04-14;NG4622;421
9923;MORFINA CLORHIDRATO;10mg/mL;128;Caja Amp. X 1 mL;12;2010-12-01;NG1393;91
9924;VI-SYNERAL;;74;Amp. X 2 mL;5;2011-12-24;N3178;167
9925;NEVIRAPINA;200mg;152;Caja Tab.;10;2013-09-05;NG3939;6
9926;NITROPRUSIATO DE SODIO;50mg;99;Caja Fco. Amp. + Solvente;1;2014-08-26;EG6237;200
9927;NORFLOXACINO;400mg;162;Caja Tab.;10;2016-02-05;NG2628;289
9928;OXACILINA;1g;99;Caja Vial;1;2012-02-07;NG3157;282
9929;OXITOCINA;10UI/mL;128;Caja Amp. X 1 mL;1;2010-05-31;NG4669;282
9930;BENZATINA BENCILPENICILINA;1200000UI;99;Caja Vial;1;2010-03-05;NG1208;421
9931;BENZATINA BENCILPENICILINA;600000UI;103;Caja Vial;1;2014-01-07;EG6035;251
9932;HAEMAGELINE;0.035;128;Fco. X 500 mL;1;2012-01-24;E19105;133
9933;PREDNISONA;5mg;152;Caja Fco. Tab.;10;2013-02-07;NG3642;300
9934;PREDNISONA;20mg;152;Caja Tab.;10;2013-09-10;NG5853;421
9935;PROPARACAINA CLORHIDRATO;0.005;123;Caja Fco. Got. X 15 mL;1;2014-11-03;EG6271;421
9936;RANITIDINA;300mg;162;Caja Tab.;10;2012-01-10;NG3102;289
9937;B - RIFAMIN;0.01;135;Caja Fco. X 30 mL;1;2012-10-01;N23889;41
9938;RITOMUNE - 100;100mg;8;Caja Cap.;30;2015-05-06;E17306;133
9939;SALBUTAMOL;100mcg/dosis;2;Caja Fco. Aerosol X 200 Dosis;1;2013-09-25;EG4106;422
9940;SALBUTAMOL;2mg/5mL;77;Fco. X 120 mL;1;2013-05-19;NG3770;289
9941;SALES PARA REHIDRATACION ORAL;;94;Sobre X 20.5 g;1;2011-04-11;NG4918;421
9942;SUERO ANTILOXOSCELICO MONOVALENTE;;128;Caja Fco. Amp. X 5 mL;1;2015-03-15;BN00016;221
9943;SULFATO FERROSO;300mg;152;Caja Tab.;10;2014-03-02;NG4252;210
9944;TERBINAFINA;250mg;28;Caja Tab.;1;2010-11-25;NG4783;167
9945;TROPICAMIDA 1 %;0.01;111;Caja Fco. Got. X 15 mL;1;2012-01-11;NG3107;255
9946;AGAROL;;48;Fco. X 240 mL;1;2011-08-21;E14105;235
9947;DOLOFLAM;200mg;152;Caja Tab.;40;2012-12-17;E10529;235
9948;DRAMAMINE;50mg;152;Caja Tab.;12;2014-02-20;E21560;235
9949;VISINE;0.0005;123;Fco. X 15 mL;1;2015-03-31;E22225;235
9950;INMUNOGLOBULINA HUMANA;5g;128;Caja Fco. Amp. X 100 mL;1;2010-11-04;BE00308;298
9951;FENTANYL;0.05mg/mL;128;Amp. X 2 mL;1;2010-07-31;E13088;235
9952;PHOTERICIN B;50mg;99;Caja Vial;1;2010-08-15;E17545;133
9953;TRACITRANS PLUS;;128;Amp. X 10 mL;1;2010-10-24;E17723;395
9954;EMKIT DS;1.5mg;152;Caja Tab.;1;2012-10-15;E19876;322
9955;PARACETAMOL;500mg;152;Caja Tab.;10;2010-09-13;EG4731;236
9956;HIDROCORTISONA;100mg;99;Caja Vial;1;2013-04-23;EG5797;133
9957;DEXAMETASONA;4mg/2mL;128;Caja Amp. X 2 mL;1;2013-10-20;EG5931;251
9958;ATROPINA SULFATO;0.5mg/mL;128;Caja Amp. X 1 mL;5;2013-12-12;EG6005;95
9959;METRONIDAZOL;500mg;152;Caja Tab.;1;2013-12-18;EG6017;251
9960;MAGNIFIC;500mg;152;Caja Tab.;10;2010-07-01;N21851;421
9961;AMIODASS;150mg;128;Caja Amp. X 3 mL;1;2012-09-05;N23809;150
9962;SALBUTAMOL;2mg/5mL;77;Fco. X 120 mL;1;2009-12-23;NG1156;393
9963;CLINDAMICINA;300mg;8;Caja Cap.;10;2011-05-09;NG2780;289
9964;FENITOINA SODICA;100mg;8;Caja Cap.;10;2012-02-28;NG3232;282
9965;ISONIAZIDA;100mg;152;Caja Tab.;100;2011-10-16;NG365;421
9966;ETAMBUTOL;400mg;152;Caja Tab.;50;2011-11-20;NG394;421
9967;BENZOATO DE BENCILO;0.0025;79;Caja Fco. X 120 mL;1;2009-10-11;NG4494;282
9968;PREDNISONA;50mg;152;Caja Tab.;10;2009-12-14;NG4547;289
9969;FENTANILO;50ug/mL;128;Caja Amp. X 10 mL;1;2012-03-29;NG5271;150
9970;PIRAZINAMIDA;500mg;152;Caja Tab.;2;2013-02-15;NG5499;289
9971;NOREPINEFRINA;4mg/4mL;128;Caja Amp X 4 mL;1;2013-11-14;NG5940;150
9972;GLUCONATO DE CALCIO;0.1;128;Amp. X 10 mL;1;2015-02-16;NG6297;282
9973;DOLO LIVIOLEX PEDIATRICO SABOR A UVA;5mg/mL;141;Fco. X 20 mL;1;2009-06-08;N21235;421
9974;AZO CIPROFLOX;500mg+50mg;152;Caja Tab.;100;2011-01-10;N18300;421
9975;ACICLOVIR;0.05;172;Tubo X 15 g;1;2009-01-19;EG4242;77
9976;ACICLOVIR;200mg;152;Caja Tab.;100;2013-05-16;NG499;167
9977;MUCOSOLVAN;15mg/5mL;77;Fco. X 120 mL;1;2013-06-05;N13272;369
9978;BUCCALINA;;28;Caja Tab.;7;2009-01-12;BE00201;12
9979;INFLORAN;1000UFC;8;Caja Cap.;20;2009-07-06;BE00231;12
9980;ENTEROGERMINA;2BillonesUFC/5mL;141;Caja Vial X 5 mL;10;2009-07-19;BE00235;396
9981;APIDRA;100UI/mL;128;Caja Vial X 10 mL;1;2015-02-01;BE00261;396
9982;NILGRIP VACUNA ANTIGRIPAL;;148;Caja Jer. X 0.5 mL;10;2015-03-14;BE00264;133
9983;MIRCERA;100mcg/0.3mL;128;Caja Jer. X 0.3 mL;1;2013-01-07;BE00455;379
9984;FLORAX;500millones/5mL;141;Caja Vial X 5 mL;5;2013-02-22;BE00486;77
